CoatCheck,Attire,ReviewCount,TakeAway,State,CreditCards,City,Open,Smoking,Caters,TransitNearby,IsCasual,IsUpscale,BestNIghtMonThur,BestNightFriSat,School,GoodForLunch,GoodForDinner,HasMusic,Longitude,OutdoorSeating,GoodForGroups,WiFi,Alcohol,WaiterService,Delivery,HappyHour,GoodForKids,TakeOut,AvgPrice,NoiseLevel,HasTV,Latitude,GoodForDancing,NominalStars
?,Casual,2,?,CA,?,Los Angeles,TRUE,?,Yes,N,N,N,N,N,University of Southern California,N,N,N,-118.282597,?,?,?,?,?,?,?,?,?,?,?,No,34.017099,?,high
?,?,19,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.118499,?,?,?,?,?,?,?,?,?,?,?,?,42.373049,?,high
?,Casual,7,?,MD,Yes,Riverdale,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,N,N,N,-76.939531,Yes,Yes,?,Full Bar,Yes,No,?,Yes,Yes,20,Quiet,Yes,38.961542,?,low
?,Casual,34,?,NJ,Yes,Princeton,TRUE,?,?,N,N,N,N,N,Princeton University,Y,Y,N,-74.651262,No,Yes,?,No,Yes,No,?,Yes,Yes,20,?,Yes,40.364045,?,low
?,?,12,?,NY,?,New York,TRUE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.961304,?,?,?,?,?,?,?,?,?,?,?,?,40.811199,?,high
?,Casual,14,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,Y,N,N,N,University of California - Los Angeles,Y,Y,N,-118.443878,No,Yes,?,Beer & Wine Only,Yes,Yes,?,Yes,Yes,20,Very Loud,Yes,34.061777,?,low
?,Casual,46,?,CA,Yes,Berkeley,FALSE,?,?,N,N,N,N,N,University of California at Berkeley,Y,N,N,-122.258032,Yes,No,?,No,No,No,?,Yes,Yes,7,?,?,37.868213,?,low
No,?,11,?,IL,Yes,Champaign,TRUE,Outdoor Area/ Patio Only,?,N,N,N,Y,N,University of Illinois - Urbana-Champaign,N,N,Y,-88.232002,Yes,Yes,?,Full Bar,?,?,Yes,?,?,20,Very Loud,Yes,40.110401,Yes,low
?,?,4,?,NY,?,New York,FALSE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.965797,?,?,?,?,?,?,?,?,?,?,?,?,40.805801,?,low
?,Casual,4,?,NC,Yes,Chapel Hill,TRUE,?,?,N,N,N,N,N,University of North Carolina - Chapel Hill,N,N,N,-79.06213,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,35.910648,?,high
?,Casual,55,?,WA,Yes,Seattle,TRUE,?,?,N,N,N,N,N,University of Washington,Y,N,N,-122.313004,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Average,?,47.659,?,low
?,?,6,?,NY,?,New York,FALSE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.965797,?,?,?,?,?,?,?,?,?,?,?,?,40.805801,?,low
?,Casual,2,?,NY,Yes,Waterford,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.678902,No,Yes,?,?,Yes,No,?,Yes,Yes,7,?,?,42.790501,?,high
?,?,3,?,NY,?,Troy,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.687858,?,?,?,?,?,?,?,?,?,?,?,?,42.731034,?,high
?,?,12,?,MD,?,Hyattsville,TRUE,?,?,Y,N,N,N,N,University of Maryland - College Park,N,N,N,-76.953207,?,?,?,?,?,?,?,?,?,?,?,?,38.969165,?,high
?,Casual,111,?,WA,Yes,Seattle,TRUE,?,Yes,N,N,N,N,N,University of Washington,Y,Y,N,-122.299099,Yes,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,47.662654,?,low
?,Dressy,58,?,MI,Yes,Ann Arbor,TRUE,?,Yes,N,N,Y,N,N,University of Michigan - Ann Arbor,N,Y,N,-83.74246,Yes,Yes,No,Full Bar,Yes,No,?,Yes,No,45,Average,No,42.2873,?,high
?,Casual,7,?,IL,No,Champaign,FALSE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,Y,N,N,-88.233398,No,Yes,?,?,No,No,?,Yes,Yes,7,?,?,40.110401,?,high
?,Casual,3,?,MA,Yes,Amherst,TRUE,?,?,N,N,N,N,N,University of Massachusetts - Amherst,N,N,N,-72.513496,No,Yes,No,No,No,Yes,?,Yes,Yes,7,Average,?,42.377399,?,high
?,?,6,?,CA,Yes,Los Angeles,TRUE,?,?,N,N,N,N,N,University of Southern California,N,N,N,-118.278063,No,?,No,No,?,?,?,?,?,?,Very Loud,No,34.017376,?,high
?,Casual,4,?,NY,Yes,Ithaca,TRUE,?,?,N,N,N,N,N,Cornell University,N,N,N,-76.495685,No,No,?,No,No,Yes,?,?,Yes,7,?,No,42.440178,?,high
?,Casual,19,?,MD,Yes,College Park,FALSE,?,?,N,N,N,N,N,University of Maryland - College Park,Y,Y,N,-76.932757,Yes,Yes,?,No,No,Yes,?,Yes,Yes,7,?,?,38.990908,?,high
?,Casual,26,?,CA,Yes,Los Angeles,TRUE,?,?,N,N,N,N,N,University of Southern California,N,N,N,-118.283997,No,Yes,Free,No,Yes,No,?,Yes,Yes,20,Average,Yes,34.023899,?,low
?,Casual,3,?,CA,Yes,Stanford,FALSE,?,?,N,N,N,N,N,Stanford University,N,N,N,-122.174004,No,Yes,?,No,No,No,?,No,Yes,7,?,?,37.432301,?,high
No,Casual,121,?,CA,Yes,Los Angeles,TRUE,Yes,No,N,Y,N,Y,Y,University of California - Los Angeles,N,Y,Y,-118.447026,Yes,Yes,Free,Full Bar,Yes,Yes,Yes,No,Yes,20,Very Loud,Yes,34.062854,No,high
?,?,13,?,NY,?,Manhattan,TRUE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.963544,?,?,?,?,?,?,?,?,?,?,?,?,40.807443,?,high
?,Casual,156,?,NJ,Yes,Princeton,TRUE,?,No,N,N,N,N,N,Princeton University,N,Y,N,-74.658328,No,Yes,No,Full Bar,Yes,No,?,No,Yes,20,Loud,Yes,40.350749,?,high
?,Casual,4,?,TX,Yes,Austin,FALSE,?,?,N,N,N,N,N,University of Texas - Austin,N,N,N,-97.742231,Yes,Yes,?,?,?,Yes,?,Yes,Yes,7,?,?,30.287748,?,high
?,?,4,?,RI,?,Providence,TRUE,?,?,N,N,N,N,N,Brown University,N,N,N,-71.400906,?,?,?,?,?,?,?,?,?,?,?,?,41.828208,?,low
?,Casual,11,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,N,N,N,N,University of Southern California,Y,Y,N,-118.277603,No,No,?,No,No,No,?,Yes,Yes,7,Average,?,34.026001,?,high
?,Casual,16,?,CA,Yes,Los Angeles,TRUE,?,?,N,N,N,N,N,University of California - Los Angeles,Y,N,N,-118.443046,No,No,?,No,No,No,?,Yes,Yes,7,?,?,34.071988,?,low
?,Casual,17,?,GA,Yes,Atlanta,TRUE,?,No,N,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.405404,Yes,Yes,?,No,Yes,No,?,Yes,Yes,7,?,Yes,33.781562,?,low
?,Casual,4,?,IN,Yes,Lafayette,TRUE,?,No,N,N,N,N,N,Purdue University,Y,Y,N,-86.86198,No,Yes,No,Full Bar,Yes,Yes,?,Yes,Yes,7,Quiet,Yes,40.437829,?,high
?,Casual,10,?,TX,Yes,Austin,TRUE,?,?,N,N,N,N,N,University of Texas - Austin,N,N,N,-97.742811,No,Yes,Free,No,No,No,?,Yes,Yes,7,?,Yes,30.292277,?,high
?,Casual,17,?,MD,Yes,College Park,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,Y,N,N,-76.938195,No,Yes,Free,No,No,Yes,?,Yes,Yes,7,Average,No,38.98151,?,high
?,Casual,42,?,NC,Yes,Carrboro,TRUE,?,?,N,Y,N,N,N,University of North Carolina - Chapel Hill,Y,Y,N,-79.070119,Yes,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,35.910583,?,low
?,Dressy,5,?,NY,Yes,Ithaca,FALSE,?,?,N,N,N,N,N,Cornell University,N,N,N,-76.497398,?,Yes,?,Full Bar,Yes,No,?,No,Yes,45,?,?,42.452702,?,high
?,Casual,21,?,MA,Yes,Amherst,TRUE,?,?,N,N,N,N,N,University of Massachusetts - Amherst,N,N,N,-72.5335,?,Yes,?,?,?,Yes,?,?,Yes,20,?,?,42.372,?,high
?,Casual,2,?,NY,?,Ithaca,TRUE,?,No,N,N,N,N,N,Cornell University,N,N,N,-76.485199,No,No,No,?,No,No,?,Yes,Yes,7,Average,No,42.4403,?,low
No,Casual,19,?,MI,Yes,Ann Arbor,TRUE,No,?,N,Y,N,N,N,University of Michigan - Ann Arbor,N,N,Y,-83.735277,No,Yes,?,Full Bar,No,No,Yes,No,Yes,7,Average,Yes,42.274984,Yes,high
?,Casual,21,?,MI,Yes,Ann Arbor,FALSE,?,No,N,N,N,N,N,University of Michigan - Ann Arbor,Y,N,N,-83.742937,Yes,Yes,Free,Beer & Wine Only,No,No,?,Yes,Yes,20,Quiet,Yes,42.279429,?,low
?,Casual,2,?,IL,Yes,Urbana,TRUE,?,No,N,N,N,N,N,University of Illinois - Urbana-Champaign,Y,Y,N,-88.227253,No,Yes,?,No,No,No,?,Yes,Yes,7,Quiet,?,40.109243,?,low
?,?,75,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.390034,?,?,?,?,?,?,?,?,?,?,?,?,33.776842,?,high
?,Casual,19,?,NY,Yes,Ithaca,TRUE,?,No,N,Y,N,N,N,Cornell University,N,Y,N,-76.497484,Yes,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,42.452804,?,high
?,Casual,23,?,IN,Yes,West Lafayette,TRUE,?,Yes,N,Y,N,N,N,Purdue University,Y,Y,N,-86.943364,Yes,Yes,?,Beer & Wine Only,No,No,?,Yes,Yes,7,Average,Yes,40.467711,?,high
?,?,49,?,NY,?,New York,TRUE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.95934,?,?,?,?,?,?,?,?,?,?,?,?,40.809139,?,low
?,Casual,47,?,CA,Yes,Berkeley,TRUE,?,Yes,N,Y,N,N,N,University of California at Berkeley,Y,Y,N,-122.256392,Yes,Yes,Free,No,No,No,?,Yes,Yes,7,Loud,No,37.866627,?,low
?,?,3,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.389223,?,?,?,?,?,?,?,?,?,?,?,?,33.774248,?,high
?,Casual,26,?,IN,Yes,Lafayette,TRUE,?,?,N,N,N,N,N,Purdue University,N,Y,N,-86.890987,No,No,No,Full Bar,Yes,No,?,No,Yes,20,Quiet,?,40.419145,?,high
?,Casual,59,?,PA,Yes,Philadelphia,TRUE,?,No,N,N,N,N,N,University of Pennsylvania,Y,Y,N,-75.185793,No,Yes,No,No,Yes,No,?,No,Yes,20,Quiet,No,39.951994,?,low
?,Casual,24,?,NY,Yes,Cohoes,TRUE,?,Yes,N,N,N,N,N,Rensselaer Polytechnic Institute,Y,Y,N,-73.697952,Yes,Yes,Free,No,No,No,?,Yes,Yes,20,Average,Yes,42.760369,?,high
Yes,Casual,15,?,NY,Yes,Troy,TRUE,Outdoor Area/ Patio Only,Yes,N,N,N,Y,Y,Rensselaer Polytechnic Institute,N,Y,Y,-73.691704,Yes,Yes,Free,Full Bar,Yes,No,Yes,No,Yes,45,Average,No,42.730499,Yes,high
?,Casual,3,?,NY,Yes,Troy,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.675499,No,Yes,?,No,Yes,Yes,?,Yes,Yes,7,?,?,42.770401,?,high
?,Casual,37,?,IL,Yes,Champaign,TRUE,?,Yes,N,Y,N,N,N,University of Illinois - Urbana-Champaign,Y,Y,N,-88.238739,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,20,Quiet,No,40.113792,?,high
?,Casual,2,?,PA,Yes,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.941866,No,Yes,?,No,No,No,?,?,Yes,7,?,?,40.443959,?,low
?,?,4,?,NY,?,New York,TRUE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.962384,?,?,?,?,?,?,?,?,?,?,?,?,40.805688,?,low
?,?,9,?,MD,?,Hyattsville,TRUE,?,?,Y,N,N,N,N,University of Maryland - College Park,N,N,N,-76.956289,?,?,?,?,?,?,?,?,?,?,?,?,38.966266,?,high
?,Casual,14,?,MI,Yes,Ann Arbor,TRUE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,N,N,N,-83.735809,Yes,Yes,?,No,No,?,?,Yes,Yes,7,Average,?,42.274976,?,low
?,Casual,6,?,NY,Yes,Ithaca,TRUE,?,?,N,N,N,N,N,Cornell University,N,N,N,-76.490042,No,Yes,?,Full Bar,Yes,?,?,No,Yes,20,Very Loud,Yes,42.441984,?,low
?,?,49,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.095686,?,?,?,?,?,?,?,?,?,?,?,?,42.366165,?,high
?,Casual,8,?,NY,Yes,Watervliet,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,Y,N,N,-73.708692,Yes,Yes,?,No,No,No,?,Yes,Yes,7,Quiet,No,42.711725,?,high
?,Casual,45,?,WA,Yes,Seattle,TRUE,?,No,N,N,N,N,N,University of Washington,N,N,N,-122.299099,Yes,Yes,No,No,No,No,?,Yes,Yes,7,Quiet,No,47.662654,?,high
?,Casual,56,?,CA,Yes,Berkeley,TRUE,?,?,N,Y,N,N,N,University of California at Berkeley,Y,Y,N,-122.257978,Yes,Yes,?,No,No,No,?,Yes,Yes,7,Quiet,Yes,37.868078,?,low
?,Casual,15,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,Y,N,N,N,University of Southern California,Y,N,N,-118.278063,No,Yes,No,No,Yes,No,?,Yes,Yes,7,Average,No,34.017376,?,high
?,Casual,11,?,NJ,Yes,Princeton,TRUE,?,No,N,Y,N,N,N,Princeton University,N,N,N,-74.660761,No,Yes,No,?,No,Yes,?,Yes,Yes,7,Average,No,40.349368,?,low
?,Casual,3,?,IN,Yes,West Lafayette,TRUE,?,?,N,N,N,N,N,Purdue University,Y,Y,N,-86.908045,No,Yes,Free,Full Bar,Yes,No,?,No,Yes,20,Average,No,40.42341,?,high
?,?,9,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.119246,?,?,?,?,?,?,?,?,?,?,?,?,42.373502,?,low
No,Casual,34,?,NY,Yes,Ithaca,TRUE,No,?,N,N,N,Y,Y,Cornell University,N,Y,Y,-76.485023,No,Yes,No,Full Bar,Yes,No,Yes,No,Yes,20,Quiet,No,42.441814,No,high
?,Casual,92,?,NC,Yes,Carrboro,TRUE,?,No,N,Y,N,N,N,University of North Carolina - Chapel Hill,N,Y,N,-79.068865,Yes,Yes,Free,Full Bar,Yes,No,?,No,Yes,20,Average,Yes,35.910701,?,high
?,Casual,10,?,TX,Yes,Houston,FALSE,?,?,N,N,N,N,N,Rice University,N,N,N,-95.417603,No,Yes,?,?,Yes,Yes,?,Yes,Yes,20,?,?,29.714899,?,low
?,Casual,78,?,CA,Yes,Claremont,TRUE,?,Yes,N,Y,N,N,N,Harvey Mudd College,Y,Y,N,-117.719322,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,20,Average,Yes,34.095658,?,high
No,Casual,8,?,NY,Yes,Troy,TRUE,No,No,N,Y,N,Y,Y,Rensselaer Polytechnic Institute,Y,N,Y,-73.671674,Yes,Yes,Free,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,42.738662,No,low
?,Casual,9,?,NY,Yes,Ithaca,FALSE,?,?,N,N,N,N,N,Cornell University,Y,N,N,-76.498982,No,Yes,?,No,Yes,No,?,Yes,Yes,7,?,?,42.439121,?,high
?,Casual,4,?,NJ,No,Princeton,TRUE,?,?,N,N,N,N,N,Princeton University,N,N,N,-74.655899,?,No,?,No,No,?,?,No,Yes,7,?,Yes,40.3508,?,high
?,Casual,15,?,NJ,Yes,Princeton,TRUE,?,?,N,N,N,N,N,Princeton University,N,N,N,-74.660287,No,Yes,No,No,Yes,No,?,Yes,Yes,20,Quiet,No,40.349854,?,low
?,Casual,128,?,CA,Yes,Berkeley,TRUE,?,No,N,Y,N,N,N,University of California at Berkeley,Y,N,N,-122.259072,No,No,No,No,No,No,?,Yes,Yes,7,Average,No,37.868119,?,high
?,Casual,10,?,GA,Yes,Atlanta,FALSE,?,?,N,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.406097,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,33.784599,?,high
?,?,101,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.387808,?,?,?,?,?,?,?,?,?,?,?,?,33.783311,?,high
?,Casual,55,?,GA,No,Atlanta,TRUE,?,?,N,Y,N,N,N,Georgia Institute of Technology,N,N,N,-84.406686,No,No,No,No,Yes,No,?,Yes,Yes,7,Average,No,33.774794,?,high
?,Casual,68,?,PA,No,Pittsburgh,TRUE,?,No,N,Y,N,N,N,Carnegie Mellon University,N,N,N,-79.9561,No,Yes,Free,Beer & Wine Only,No,No,?,Yes,Yes,7,Average,Yes,40.442402,?,high
?,?,2,?,RI,?,Providence,TRUE,?,?,Y,N,N,N,N,Brown University,N,N,N,-71.411408,?,?,?,?,?,?,?,?,?,?,?,?,41.822984,?,low
?,?,297,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.119922,?,?,?,?,?,?,?,?,?,?,?,?,42.372692,?,high
?,Casual,17,?,TX,Yes,Houston,TRUE,?,?,N,Y,N,N,N,Rice University,Y,N,N,-95.417674,Yes,Yes,Free,No,No,No,?,Yes,Yes,7,Average,No,29.716083,?,high
?,Dressy,45,?,IL,Yes,Champaign,TRUE,?,?,N,N,Y,N,N,University of Illinois - Urbana-Champaign,N,Y,N,-88.241108,Yes,Yes,?,Full Bar,Yes,No,?,No,Yes,20,Quiet,No,40.116385,?,high
?,?,2,?,MD,?,Hyattsville,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,N,N,N,-76.959503,No,Yes,?,?,?,?,?,?,?,?,?,?,38.966999,?,high
?,Casual,17,?,PA,Yes,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,Y,N,N,-75.198256,No,Yes,?,No,No,?,?,Yes,Yes,7,Average,?,39.951131,?,high
?,Casual,7,?,TX,Yes,Houston,TRUE,?,?,N,N,N,N,N,Rice University,Y,N,N,-95.399362,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,29.71232,?,low
?,Casual,12,?,CA,Yes,Los Angeles,FALSE,?,?,N,N,N,N,N,University of California - Los Angeles,Y,Y,N,-118.446985,Yes,No,?,No,No,Yes,?,Yes,Yes,7,?,?,34.062544,?,high
?,Casual,87,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,Y,N,N,N,University of Southern California,Y,Y,N,-118.278,No,Yes,No,Beer & Wine Only,No,Yes,?,Yes,Yes,7,Average,Yes,34.024502,?,high
?,?,10,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.101323,?,?,?,?,?,?,?,?,?,?,?,?,42.360913,?,high
?,Casual,153,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,Y,N,N,N,University of Southern California,Y,Y,N,-118.278063,No,Yes,No,No,Yes,No,?,Yes,Yes,7,Average,No,34.017376,?,high
?,Casual,3,?,VA,Yes,Blacksburg,FALSE,?,?,N,N,N,N,N,Virginia Tech,N,N,N,-80.422,?,?,?,?,No,?,?,?,?,20,?,?,37.2372,?,high
?,Casual,53,?,CA,No,San Diego,TRUE,?,No,N,Y,N,N,N,University of California - San Diego,Y,N,N,-117.23793,Yes,Yes,?,No,No,No,?,Yes,Yes,7,Average,No,32.877065,?,high
?,Casual,2,?,CA,Yes,San Diego,TRUE,?,?,N,N,N,N,N,University of California - San Diego,N,N,N,-117.229749,Yes,Yes,?,?,?,?,?,?,?,7,?,?,32.877353,?,low
?,Casual,17,?,PA,Yes,Pittsburgh,TRUE,?,Yes,N,N,N,N,N,Carnegie Mellon University,N,Y,N,-79.943547,Yes,Yes,Free,Full Bar,Yes,Yes,?,Yes,Yes,20,Average,Yes,40.458579,?,high
?,Casual,6,?,NY,Yes,Troy,TRUE,?,Yes,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.6604,No,Yes,?,No,Yes,Yes,?,Yes,Yes,7,Average,?,42.705502,?,high
?,Casual,31,?,TX,Yes,Houston,TRUE,?,No,N,Y,N,N,N,Rice University,Y,N,N,-95.411301,Yes,Yes,No,Beer & Wine Only,No,No,?,Yes,Yes,7,Average,Yes,29.7064,?,high
?,Casual,17,?,PA,Yes,Pittsburgh,TRUE,?,?,N,Y,N,N,N,Carnegie Mellon University,Y,N,N,-79.957397,No,No,?,No,No,No,?,Yes,Yes,7,Average,Yes,40.441399,?,low
?,Casual,126,?,WA,Yes,Seattle,TRUE,?,No,N,Y,N,N,N,University of Washington,Y,N,N,-122.313953,No,No,Free,No,No,No,?,No,Yes,7,Average,No,47.6598,?,high
?,Dressy,7,?,RI,Yes,Providence,FALSE,?,?,N,N,N,N,N,Brown University,N,Y,N,-71.406663,Yes,No,?,Full Bar,Yes,No,?,No,No,80,?,?,41.824002,?,low
?,Casual,41,?,TX,Yes,Austin,TRUE,?,No,N,Y,N,N,N,University of Texas - Austin,Y,N,N,-97.741806,Yes,Yes,Free,No,No,No,?,Yes,Yes,7,Average,No,30.287098,?,high
?,Casual,35,?,TX,Yes,Austin,TRUE,?,?,N,Y,N,N,N,University of Texas - Austin,Y,Y,N,-97.741791,Yes,Yes,Free,No,Yes,No,?,Yes,Yes,7,Quiet,No,30.283295,?,high
?,?,3,?,NC,?,Carrboro,TRUE,?,?,N,N,N,N,N,University of North Carolina - Chapel Hill,N,N,N,-79.066498,?,?,?,?,?,?,?,?,?,?,?,?,35.910301,?,low
?,?,113,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.386973,?,?,?,?,?,?,?,?,?,?,?,?,33.780431,?,high
?,Casual,35,?,CA,Yes,Berkeley,TRUE,?,?,N,Y,N,N,N,University of California at Berkeley,Y,Y,N,-122.258718,No,Yes,No,No,Yes,No,?,Yes,Yes,7,Average,Yes,37.866376,?,high
?,Casual,9,?,TX,Yes,Austin,TRUE,?,?,N,N,N,N,N,University of Texas - Austin,Y,N,N,-97.741777,No,Yes,No,No,No,Yes,?,Yes,Yes,7,?,?,30.290072,?,high
?,Casual,3,?,IL,Yes,Champaign,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,N,N,N,-88.229897,No,Yes,?,?,No,Yes,?,?,Yes,7,?,?,40.1105,?,high
?,Casual,9,?,CA,Yes,Claremont,TRUE,?,?,N,Y,N,N,N,Harvey Mudd College,Y,N,N,-117.718968,No,No,?,No,No,No,?,Yes,Yes,7,Quiet,No,34.096626,?,high
?,Casual,257,?,CA,Yes,Stanford,TRUE,?,Yes,N,Y,N,N,N,Stanford University,Y,N,N,-122.176113,Yes,Yes,Free,No,No,No,?,Yes,Yes,20,Average,No,37.428504,?,high
?,Casual,59,?,TX,Yes,Austin,TRUE,?,?,N,N,N,N,N,University of Texas - Austin,Y,N,N,-97.741402,No,Yes,?,Beer & Wine Only,No,Yes,?,Yes,Yes,7,Quiet,Yes,30.2883,?,high
?,Casual,29,?,IN,Yes,Lafayette,TRUE,?,?,N,Y,N,N,N,Purdue University,Y,Y,N,-86.858108,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Average,Yes,40.430607,?,high
?,Casual,93,?,CA,Yes,Berkeley,TRUE,?,Yes,N,Y,N,N,N,University of California at Berkeley,Y,N,N,-122.258869,No,No,No,No,No,No,?,Yes,Yes,7,Loud,No,37.868755,?,high
?,Casual,4,?,CA,Yes,San Luis Obispo,TRUE,?,?,N,N,N,N,N,California Polytechnic State University,N,N,N,-120.661218,No,Yes,?,?,Yes,?,?,?,?,20,?,?,35.281892,?,high
?,Casual,42,?,WA,Yes,Seattle,TRUE,?,?,N,N,N,N,N,University of Washington,Y,N,N,-122.299007,No,Yes,?,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Very Loud,No,47.661732,?,high
No,Casual,57,?,CA,Yes,San Luis Obispo,TRUE,Outdoor Area/ Patio Only,Yes,N,Y,N,Y,Y,California Polytechnic State University,Y,Y,Y,-120.650164,Yes,Yes,No,Full Bar,Yes,No,Yes,Yes,Yes,20,Average,Yes,35.288837,No,high
No,Casual,14,?,VA,Yes,Blacksburg,TRUE,Outdoor Area/ Patio Only,No,N,N,Y,Y,N,Virginia Tech,N,Y,Y,-80.419524,Yes,Yes,No,Full Bar,Yes,No,Yes,No,Yes,20,Quiet,Yes,37.234487,No,high
?,?,24,?,RI,?,Providence,TRUE,?,?,Y,N,N,N,N,Brown University,N,N,N,-71.411068,?,?,?,?,?,?,?,?,?,?,?,?,41.827379,?,high
?,Casual,22,?,CA,Yes,San Luis Obispo,FALSE,?,?,N,N,N,N,N,California Polytechnic State University,N,Y,N,-120.660649,No,Yes,?,Beer & Wine Only,Yes,Yes,?,No,Yes,20,?,?,35.281685,?,low
?,?,3,?,CA,Yes,San Luis Obispo,TRUE,?,?,N,N,N,N,N,California Polytechnic State University,N,N,N,-120.659616,?,?,?,?,?,?,?,?,?,20,?,?,35.282752,?,high
?,Casual,14,?,NJ,Yes,Princeton,TRUE,?,?,N,N,N,N,N,Princeton University,N,Y,N,-74.652103,Yes,Yes,No,Full Bar,Yes,No,?,No,Yes,45,Average,Yes,40.331651,?,low
?,Casual,91,?,TX,Yes,Austin,TRUE,?,Yes,N,Y,N,N,N,University of Texas - Austin,N,Y,N,-97.744803,Yes,Yes,Free,Full Bar,Yes,Yes,?,Yes,Yes,20,Very Loud,Yes,30.286701,?,high
?,Casual,32,?,CA,Yes,Claremont,TRUE,?,Yes,N,Y,N,N,N,Harvey Mudd College,Y,N,N,-117.703679,Yes,Yes,No,No,Yes,Yes,?,Yes,Yes,20,Average,No,34.107061,?,low
?,Casual,14,?,MA,Yes,Amherst,TRUE,?,?,N,Y,N,N,N,University of Massachusetts - Amherst,N,N,N,-72.507933,Yes,No,Free,Beer & Wine Only,No,No,?,Yes,Yes,7,Average,No,42.412616,?,high
No,Casual,147,?,MI,Yes,Ann Arbor,TRUE,Yes,No,N,Y,N,Y,Y,University of Michigan - Ann Arbor,N,Y,Y,-83.740898,Yes,Yes,Free,Full Bar,Yes,No,Yes,No,Yes,20,Very Loud,Yes,42.278099,No,high
?,Casual,11,?,TX,Yes,Austin,TRUE,?,?,N,N,N,N,N,University of Texas - Austin,Y,N,N,-97.742025,No,Yes,Free,No,No,No,?,Yes,Yes,7,Average,No,30.282897,?,high
?,Casual,17,?,MD,Yes,College Park,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,N,N,Y,-76.938666,No,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,38.979285,?,low
No,Casual,31,?,RI,Yes,Providence,TRUE,No,No,N,N,N,N,Y,Brown University,Y,Y,Y,-71.398399,Yes,Yes,?,Full Bar,Yes,No,?,No,No,20,Quiet,Yes,41.819401,No,high
